"instance","label","avgx1","avgx2","avgx3","avgx4","avgx5","avgx6","avgx7","avgx8","avgx9","avgx10","avgx11","avgx12","avgx13","avgx14","avgx15","avgx16","avgx17","avgx18","avgx19","avgx20","avgx21","avgx22","avgx23","avgx24","avgx25","avgx26","avgx27","avgx28","avgy1","avgy2","avgy3","avgy4","avgy5","avgy6","avgy7","avgy8","avgy9","avgy10","avgy11","avgy12","avgy13","avgy14","avgy15","avgy16","avgy17","avgy18","avgy19","avgy20","avgy21","avgy22","avgy23","avgy24","avgy25","avgy26","avgy27","avgy28","transx1","transx2","transx3","transx4","transx5","transx6","transx7","transx8","transx9","transx10","transx11","transx12","transx13","transx14","transx15","transx16","transx17","transx18","transx19","transx20","transx21","transx22","transx23","transx24","transx25","transx26","transx27","transx28","transy1","transy2","transy3","transy4","transy5","transy6","transy7","transy8","transy9","transy10","transy11","transy12","transy13","transy14","transy15","transy16","transy17","transy18","transy19","transy20","transy21","transy22","transy23","transy24","transy25","transy26","transy27","transy28"
772,5,0,0,0,0,0,10.9642857142857,29.8214285714286,36.3928571428571,33.0357142857143,53.6071428571429,69.0357142857143,77.3214285714286,89.5357142857143,90.6785714285714,88,93.7857142857143,97.5714285714286,90.8214285714286,65.6428571428571,28.9285714285714,25.4642857142857,25.8928571428571,24.2142857142857,17.3571428571429,1.35714285714286,0,0,0,0,0,0,0,48.7857142857143,85.8928571428571,90.75,59.3571428571429,48.7142857142857,31.6785714285714,29.8571428571429,27.6785714285714,55.5357142857143,88.5714285714286,78.3571428571429,46.25,33.25,31.3214285714286,31.0357142857143,33.7142857142857,54.1428571428571,77.9642857142857,64.1428571428571,32.4285714285714,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
773,9,0,0,0,0,0,14.6071428571429,41.0714285714286,59.6428571428571,78.6428571428571,86.8571428571429,92.4285714285714,109.5,131.464285714286,135.142857142857,136.5,112.464285714286,86,92.3571428571429,98.2857142857143,87.8928571428571,78.5357142857143,57.6785714285714,14.5,0,0,0,0,0,0,0,45.1071428571429,45.0714285714286,43.2142857142857,43.6071428571429,39.2857142857143,32.7857142857143,35,62.5357142857143,91.2142857142857,114.107142857143,131.428571428571,126.678571428571,106.607142857143,89.4285714285714,82.6785714285714,78.1428571428571,85.3214285714286,101.607142857143,101.357142857143,58.3928571428571,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
774,7,0,0,0,0,0,0,0,0,20.4285714285714,30.5,45.5714285714286,64.7857142857143,78.5714285714286,77.0357142857143,76.5,75.4285714285714,80.5,77.8928571428571,65.2142857142857,50.2857142857143,33,9.85714285714286,0,0,0,0,0,0,0,17.6071428571429,27.2857142857143,30.1785714285714,28.5714285714286,31.3928571428571,27.8571428571429,29.3928571428571,30.25,29.7142857142857,31.4642857142857,29.9642857142857,31.2857142857143,29.9285714285714,31.25,30.1071428571429,37.7142857142857,79.1428571428571,111.678571428571,91.2142857142857,29.5714285714286,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
775,2,0,0,0,0,0,24.2142857142857,49.75,53.0714285714286,51.1428571428571,49.6428571428571,61.1785714285714,66.1785714285714,85.6785714285714,83.2142857142857,72.0357142857143,62.6785714285714,61.3571428571429,67.4285714285714,92.8214285714286,109.928571428571,123,74.8928571428571,18.1071428571429,0,0,0,0,0,0,0,0,0,0,60.6071428571429,105.25,120.892857142857,88.7857142857143,96.8928571428571,122.464285714286,114.642857142857,50.6071428571429,28.3214285714286,23.9642857142857,23.8214285714286,23.8214285714286,23.8214285714286,23.8214285714286,27.5714285714286,44.6071428571429,63.6428571428571,77.6785714285714,64.3571428571429,20.75,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
776,5,0,0,0,0,0,0,0,0.964285714285714,20.8928571428571,30.5,45.7142857142857,50.5714285714286,58.2857142857143,65.3214285714286,61.4285714285714,61.4285714285714,60.2142857142857,71.3928571428571,58.2857142857143,26.0714285714286,19.75,16.3928571428571,2.82142857142857,0,0,0,0,0,0,0,0,51.3571428571429,0,0,4.71428571428571,59.2857142857143,66.2857142857143,31.3214285714286,21.1428571428571,20.0357142857143,31.25,71.75,73.2857142857143,32.4642857142857,21.5714285714286,20.8571428571429,22.3214285714286,23.75,37.5357142857143,39.7142857142857,21.3928571428571,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
777,0,0,0,0,0,0,0,0,0,0.285714285714286,70.6428571428571,103.107142857143,133.964285714286,136.714285714286,109.321428571429,88.1428571428571,86.7857142857143,92.6071428571429,135.25,115.428571428571,89.6428571428571,30.8571428571429,0,0,0,0,0,0,0,0,0,0,0,24.25,52.1071428571429,69.8928571428571,83.5357142857143,78,67.6785714285714,66.9285714285714,64.2857142857143,61.7857142857143,63.2142857142857,63.9642857142857,64.2857142857143,64.7142857142857,67.6785714285714,75.75,74.2857142857143,59.6785714285714,47.8928571428571,30.9642857142857,11.8571428571429,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
778,8,0,0,0,0,0,0,0,1.92857142857143,37.5,67.6071428571429,95.1785714285714,100.178571428571,117.142857142857,119.357142857143,113.714285714286,117.107142857143,106.571428571429,72.6071428571429,47.5714285714286,48.9642857142857,46.7857142857143,46.25,41.9642857142857,16.3214285714286,0,0,0,0,0,0,0,28.3571428571429,55.5714285714286,68.4642857142857,57.5357142857143,55.0357142857143,54.8214285714286,51.0714285714286,58.1071428571429,60.8214285714286,48.3571428571429,48.1428571428571,67.5714285714286,75.1428571428571,67.2142857142857,65.8571428571429,53.3214285714286,50.5357142857143,74.8571428571429,90.3928571428571,65.5714285714286,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
779,5,0,0,0,0,0,11.8571428571429,14.0714285714286,15,13.8214285714286,13.1428571428571,15.7857142857143,23.1785714285714,34.75,30.3214285714286,28.75,30.5,32.5,41.3571428571429,32.5,11.3571428571429,9.25,8.39285714285714,6.89285714285714,4.78571428571429,2.92857142857143,0,0,0,0,0,0,9.92857142857143,16.7142857142857,11.6428571428571,11.8928571428571,10.8571428571429,7.82142857142857,5.60714285714286,4.25,9.71428571428571,33,92,23.5357142857143,57.9642857142857,47.9642857142857,30.5,7.75,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
780,1,0,0,0,0,0,0,0,14.6428571428571,32.0357142857143,43.75,50.6785714285714,57.3928571428571,60.75,59.5714285714286,59.9285714285714,57.0357142857143,61.4642857142857,60.3214285714286,52.1071428571429,35.9285714285714,8.96428571428571,0,0,0,0,0,0,0,0,0,0,0,23.4642857142857,35.3928571428571,38.75,33.5714285714286,32.8928571428571,34.6428571428571,32.8214285714286,34.6785714285714,32.8214285714286,34.8928571428571,36.8214285714286,36.8928571428571,36.8214285714286,35.3928571428571,32.8571428571429,29.0714285714286,33.5357142857143,32.8214285714286,25.3928571428571,21.0357142857143,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
781,1,0,0,0,0,0,0,0,0,0,0,0,4.07142857142857,75.1428571428571,170.607142857143,157.821428571429,104.535714285714,7.32142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,23.4642857142857,27.9642857142857,28.4642857142857,27.2142857142857,23.7142857142857,24.4285714285714,31.4642857142857,33.1785714285714,33.3571428571429,30.9642857142857,28.4642857142857,25.9642857142857,28.4285714285714,27.2142857142857,27.2142857142857,25.2142857142857,23.7142857142857,23.5357142857143,14.0357142857143,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
782,0,0,0,0,0,38.1428571428571,60.1071428571429,79.9642857142857,86.75,87.3214285714286,80,73.3214285714286,73.2857142857143,69.8928571428571,67.5357142857143,69.2142857142857,56.0714285714286,66.9285714285714,70.9642857142857,73.3214285714286,80.25,97.3571428571429,115.071428571429,102.464285714286,77.3214285714286,0,0,0,0,0,0,0,0,45.3571428571429,91.0357142857143,113.678571428571,97.6071428571429,73.0357142857143,82.8928571428571,80.75,71.5714285714286,71.8214285714286,74.25,73.3214285714286,79.1428571428571,78.0714285714286,73.3214285714286,80.7142857142857,79.75,83.1071428571429,75.5,65.0714285714286,35.2857142857143,0,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
783,9,0,0,0,0,0,0,0,9.67857142857143,48.5714285714286,53.75,41.2857142857143,38.2857142857143,36.5714285714286,37.8214285714286,73.9285714285714,72.1071428571429,47.75,34.9642857142857,34.7142857142857,51.3571428571429,12.0714285714286,0,0,0,0,0,0,0,0,0,14.0714285714286,12.8928571428571,12.5357142857143,15.6071428571429,15.5357142857143,15,19.8214285714286,56.3571428571429,76.2142857142857,41.6071428571429,33.5,31.7857142857143,16.4642857142857,15.8571428571429,20.6071428571429,29.75,34.1428571428571,35.8928571428571,44.5,50.7142857142857,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
784,1,0,0,0,0,0,0,0,2.21428571428571,33.4642857142857,50.4285714285714,60.3214285714286,59.6071428571429,57.7142857142857,56.2142857142857,60.6785714285714,61.75,63.9285714285714,69.1428571428571,56.5714285714286,34.6785714285714,2.92857142857143,0,0,0,0,0,0,0,0,0,0,0,20.0357142857143,28.8214285714286,31.25,35.6785714285714,36.5,33.7142857142857,37.5,36.1428571428571,39.6785714285714,39.75,37.5714285714286,37.5714285714286,38.3214285714286,38.9285714285714,34.3214285714286,30.8928571428571,32.75,29.2857142857143,26.4642857142857,24.4642857142857,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
785,8,0,0,0,0,0,0,0,0,0,9.07142857142857,52.6428571428571,89.8571428571429,95.3928571428571,92.1785714285714,86.0714285714286,86.0714285714286,112.607142857143,97.2142857142857,45.0714285714286,27.6428571428571,29.0714285714286,16.8571428571429,0,0,0,0,0,0,0,0,0,0,21.9285714285714,43.5357142857143,55.1785714285714,50.0357142857143,43.8928571428571,40.7142857142857,38.3928571428571,47,41.7142857142857,43.0357142857143,41,36.9642857142857,28.7142857142857,41.3571428571429,55.3571428571429,54.4285714285714,42.5357142857143,41.0357142857143,49.25,23.6785714285714,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
786,6,0,0,0,0,0,0,0,18.9285714285714,54.25,75.9642857142857,80.7857142857143,78,81.9285714285714,84.8571428571429,80.75,77.6428571428571,83,82.3571428571429,76.3928571428571,67.2857142857143,53.4642857142857,21.8571428571429,0.964285714285714,0,0,0,0,0,0,0,0,0,0,0,43.0714285714286,69.2142857142857,85.1071428571429,88.1071428571429,88.5,84.7142857142857,90.4642857142857,79.2142857142857,45.5714285714286,29.2142857142857,32.2857142857143,32.2857142857143,31.1785714285714,32.3214285714286,33.6071428571429,32.2857142857143,33.6428571428571,36,30.5357142857143,21.1071428571429,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
787,7,0,0,0,0,0,0,0,3.5,22.2857142857143,28.9285714285714,19.4285714285714,16.4642857142857,17.1071428571429,16.2857142857143,24.6428571428571,90.4642857142857,159.142857142857,78.8928571428571,9.39285714285714,0,0,0,0,0,0,0,0,0,0,15.9642857142857,19.4285714285714,18.2857142857143,19.4285714285714,19.4642857142857,16.1785714285714,16.1785714285714,16.1785714285714,16,13.0357142857143,12.9642857142857,14.7857142857143,16.2142857142857,17.8571428571429,29.7857142857143,37.2857142857143,50.9642857142857,55.6071428571429,54.6785714285714,26.25,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
788,0,0,0,0,0,41.6071428571429,62.8214285714286,77.0714285714286,69.8214285714286,68.3928571428571,65.3928571428571,62.7857142857143,63.6428571428571,63.9642857142857,57.4285714285714,57.8928571428571,57.9642857142857,59.9285714285714,55.25,57.8928571428571,71.25,100.142857142857,105,68.9642857142857,32.3928571428571,0,0,0,0,0,0,0,0,22.2142857142857,86.2857142857143,116.607142857143,77.9642857142857,68.1428571428571,69.8928571428571,65,62.6428571428571,64.1071428571429,64.0714285714286,62.75,62.1071428571429,62.75,62.7857142857143,65.0357142857143,66.2142857142857,73.8571428571429,68.5714285714286,55.2857142857143,23.3214285714286,0,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
789,9,0,0,0,0,0,0,0,0,5,49.7142857142857,77.6785714285714,70.2142857142857,71.0357142857143,64.5714285714286,52.1071428571429,53.0357142857143,106.142857142857,135.785714285714,88.4285714285714,48.25,12.3214285714286,0,0,0,0,0,0,0,0,0,0,13.5714285714286,19.1428571428571,16.2857142857143,34.9642857142857,55.9285714285714,63.7857142857143,61.5714285714286,57.75,51.3928571428571,49.8928571428571,43.8928571428571,41.8571428571429,39.1428571428571,39.3214285714286,41.5,42.6071428571429,43.5357142857143,48.25,46.9642857142857,22.9285714285714,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
790,3,0,0,0,0,0,16.1071428571429,34.7142857142857,30.75,23.25,33.0357142857143,47.6785714285714,49.1428571428571,62.8928571428571,81.6428571428571,88.8214285714286,100.357142857143,132.321428571429,135.25,104.535714285714,52.75,9.82142857142857,0,0,0,0,0,0,0,0,0,0,0,41.3928571428571,80.75,93.0714285714286,63.9642857142857,47.4642857142857,31.5357142857143,27.8571428571429,28.8214285714286,29.8214285714286,28.1785714285714,62.7857142857143,79.5357142857143,61,44.8571428571429,39.3571428571429,34.8571428571429,31.25,51.0357142857143,71.9285714285714,53.6071428571429,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
791,0,0,0,0,0,7.60714285714286,60.8571428571429,79.4285714285714,68.1428571428571,59.9642857142857,64.3214285714286,66.2857142857143,58.4642857142857,53.9642857142857,51.3571428571429,57.6428571428571,59.9642857142857,59.5714285714286,58.0714285714286,61.0357142857143,65.8571428571429,68.9285714285714,82.0714285714286,80.8571428571429,17.3928571428571,0,0,0,0,0,0,0,0,52.8928571428571,79.6785714285714,98.25,81.3214285714286,60.6428571428571,51.1071428571429,49.1785714285714,49.2142857142857,44.3214285714286,43.0357142857143,42.7857142857143,38.3571428571429,34.9642857142857,41.75,47.1785714285714,48.4285714285714,68.5,107.607142857143,93.5,49.0714285714286,0,0,0,0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
792,8,0,0,0,0,0,0.714285714285714,0.821428571428571,2.71428571428571,35.75,63.8928571428571,80.0714285714286,110.25,124.75,152.714285714286,135.714285714286,125.607142857143,70.3214285714286,52.6428571428571,52.1785714285714,53.9285714285714,54.75,42,31.9285714285714,17.0357142857143,0,0,0,0,0,0,0,29.9285714285714,53.7142857142857,66.0357142857143,62.5357142857143,52.3571428571429,54.3214285714286,55.6071428571429,60.6071428571429,55.9285714285714,44.9642857142857,40.6071428571429,54.7142857142857,68.3214285714286,72.1785714285714,72.6785714285714,70.2857142857143,73.6071428571429,94.9285714285714,82.4285714285714,42.0357142857143,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
793,8,0,0,0,0,1.82142857142857,32.9285714285714,55.5357142857143,45.5357142857143,38.8214285714286,39.6428571428571,79.1785714285714,89.2142857142857,69.3214285714286,81.25,70.9285714285714,64.7857142857143,61.75,67.0714285714286,60.8214285714286,57.3928571428571,49.6428571428571,45.9642857142857,35.25,2,0,0,0,0,0,0,0,0,39.1785714285714,93.5357142857143,68.8214285714286,42.2857142857143,45.7142857142857,46.5714285714286,53,77.75,69.8928571428571,60.1785714285714,44.0357142857143,39.6071428571429,42.3214285714286,66.6071428571429,44.25,31.1071428571429,41.1071428571429,53.7857142857143,68.75,20.3571428571429,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
794,9,0,0,0,0,0,0,0,2.53571428571429,38.1428571428571,52.8214285714286,64.2857142857143,72.4642857142857,85.4642857142857,90.3928571428571,86.3928571428571,91.3928571428571,86.5714285714286,87.0714285714286,92,74.6428571428571,43.7857142857143,20.3928571428571,0,0,0,0,0,0,0,0,25.6428571428571,38.8214285714286,41.9642857142857,34.3571428571429,32.9642857142857,34.25,31.6785714285714,33.9642857142857,32.0714285714286,41.1785714285714,97.3571428571429,97.75,68.5714285714286,55.4285714285714,50.6785714285714,47.8571428571429,57,71.5714285714286,65.2857142857143,29.9642857142857,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
795,6,0,0,0,0,0,0,3.07142857142857,19.6071428571429,46,67.0357142857143,88.2142857142857,100.178571428571,99.3571428571429,93.1785714285714,93.1428571428571,93.1428571428571,90.4642857142857,81,94.0714285714286,74.6785714285714,52.3928571428571,27.9285714285714,19.6428571428571,2.96428571428571,0,0,0,0,0,0,0,0,0,0,62.1785714285714,99.9642857142857,129.142857142857,81.7857142857143,105.642857142857,112.071428571429,93.9285714285714,53.1785714285714,32.9285714285714,32.8928571428571,36.25,32.8928571428571,32.8571428571429,32.8571428571429,35.3928571428571,37.0714285714286,32.8928571428571,37.5,41.5357142857143,23.1071428571429,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
796,7,0,0,0,0,0,0,0,15.7857142857143,32.3214285714286,54.75,80.3928571428571,95.4642857142857,91,72.5714285714286,64.1785714285714,68.6428571428571,73.8214285714286,82.8571428571429,68.3928571428571,50.8928571428571,20.1785714285714,0,0,1.39285714285714,2.07142857142857,0,0,0,0,0,25.1071428571429,41.8571428571429,50.4285714285714,37.8214285714286,34.6071428571429,34.5357142857143,35.4285714285714,35.4642857142857,38.3571428571429,37.8214285714286,33.25,33.2857142857143,33.2142857142857,33.5714285714286,34.5714285714286,48.2142857142857,74.1071428571429,97.4285714285714,89.6428571428571,26,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
797,8,0,0,0,0,0,0,0,0,0,13,40.2142857142857,66.5,84.6428571428571,63.2142857142857,59.1071428571429,82.2142857142857,72.0357142857143,49.25,36.5357142857143,19.1428571428571,21.9642857142857,18.75,2.10714285714286,0,0,0,0,0,0,0,0,0,30.4285714285714,44.5714285714286,31.3928571428571,27,29.5,26.3928571428571,26.0714285714286,31.1428571428571,27.75,29.6785714285714,40.6071428571429,41.5357142857143,38.75,36.7857142857143,30.6428571428571,29.3571428571429,22.8928571428571,25.8928571428571,31.6071428571429,26.6785714285714,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
798,4,0,0,0,0,0,19.2857142857143,31.6071428571429,37.1785714285714,41.5357142857143,50.6785714285714,71.2142857142857,104.892857142857,116.392857142857,98.9285714285714,67.0357142857143,53.2857142857143,53.0357142857143,53.0357142857143,64.8214285714286,71.0357142857143,71.75,51.0357142857143,8.35714285714286,0,0,0,0,0,0,0,0,20.6428571428571,27.7857142857143,29.3214285714286,29.1071428571429,29.5357142857143,31.1785714285714,31,34.4285714285714,68.6071428571429,117.857142857143,132.285714285714,101.928571428571,71.1428571428571,62.75,54.1428571428571,53.25,50.9285714285714,48.7857142857143,43.6785714285714,26.75,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
799,7,0,0,0,0,7.21428571428571,18.4642857142857,18.4642857142857,21.0357142857143,22.3928571428571,23.4285714285714,25.2142857142857,22.1785714285714,23.6785714285714,72.8214285714286,96.5714285714286,99.0714285714286,97.3571428571429,89.4642857142857,54.8214285714286,6.32142857142857,0,0,0,0,0,0,0,0,0,13.7857142857143,27.3928571428571,23.8571428571429,22.1785714285714,22.5,27.3928571428571,27.1785714285714,25.4642857142857,28,25.1428571428571,23.6071428571429,26.4285714285714,26.75,23.9285714285714,22.1785714285714,22.4642857142857,52.1071428571429,104.178571428571,95.7142857142857,58.25,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
800,5,0,0,0,0,0,8.96428571428571,35.8571428571429,45.2142857142857,46,51.3214285714286,60.1071428571429,68.2142857142857,73.0714285714286,79.3928571428571,79.1428571428571,82.4285714285714,91.5357142857143,99.75,86.3214285714286,50.6785714285714,24.7142857142857,25.1428571428571,16.3214285714286,15.5,8,0,0,0,0,0,0,0,49.3928571428571,83.4285714285714,91.25,64.5357142857143,54,36.6428571428571,29.6428571428571,26.75,24.8571428571429,26.5714285714286,62.3928571428571,95.25,76.8214285714286,38.2857142857143,36.2142857142857,35.5714285714286,47.6071428571429,63.9642857142857,67.7142857142857,36.7857142857143,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
801,9,0,0,0,0,0,0,0,0,8.07142857142857,62.6785714285714,85.3928571428571,75.9642857142857,50.0357142857143,49.25,92.4642857142857,136.392857142857,145,123.214285714286,84.75,56.5714285714286,24.5357142857143,0,0,0,0,0,0,0,0,0,18.6785714285714,28.5,27.3928571428571,28.1785714285714,26.5,28.3571428571429,27.2857142857143,45.9642857142857,76.7857142857143,84.1785714285714,67.7857142857143,56.9285714285714,53.1428571428571,59.8571428571429,62.6785714285714,53.7142857142857,52.9642857142857,58.25,76.7857142857143,60.3928571428571,0,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
802,2,0,0,0,0,16.7142857142857,36.8214285714286,42.0714285714286,46.2142857142857,50.75,50.5,48.5714285714286,44.0714285714286,40.6071428571429,37.5714285714286,40.6071428571429,53.4285714285714,66.7142857142857,75.0714285714286,87.6785714285714,75.7142857142857,52.9642857142857,16.6071428571429,18.1071428571429,15.1785714285714,0,0,0,0,0,0,0,0,0,0,0,0,46.1785714285714,66.75,124.071428571429,166.607142857143,132.285714285714,80.4642857142857,45.5714285714286,35.5357142857143,32.5,32.6071428571429,31.1071428571429,26.8214285714286,21.6785714285714,21.7142857142857,28.8928571428571,23.1785714285714,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
803,6,0,0,0,0,0,0,0,0,4.64285714285714,67.1785714285714,113.535714285714,120.928571428571,96.0357142857143,81.5357142857143,106.035714285714,115.821428571429,94.8571428571429,84,78.1071428571429,50.0714285714286,13.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,37.3214285714286,61.1071428571429,65.9285714285714,68.6428571428571,71.8928571428571,73.6071428571429,72.75,75.8214285714286,82.25,77.5357142857143,60.7142857142857,38.5357142857143,24.2142857142857,25.8928571428571,31.3571428571429,26.9642857142857,29.1428571428571,37.7142857142857,36.3214285714286,28.6071428571429,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
