YEAR	TEST.ID	BLOCK	TRAP	TRAP_TYPE	TEST.DATE	NUMBER.OF.MOSQUITOES	SPECIES	LOCATION	LATITUDE	LONGITUDE
22666	2009	27091	17XX N PULASKI RD	T039	GRAVID	2009-07-17 12:07:00	3	CULEX PIPIENS/RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
22667	2009	27223	52XX S KOLMAR AVE	T114	GRAVID	2009-07-17 12:07:00	1	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
22668	2009	27116	22XX N CANNON DR	T054B	GRAVID	2009-07-17 12:07:00	1	CULEX SALINARIUS	41.92206380002785, -87.63223305992274	41.9220638000278	-87.6322330599227
22669	2009	27150	91XX W HIGGINS RD	T009	GRAVID	2009-07-17 12:07:00	50	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
22670	2009	27229	77XX S EBERHART AVE	T080	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
22672	2009	27205	37XX E 118TH ST	T212	GRAVID	2009-07-17 12:07:00	27	CULEX RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
22673	2009	27195	131XX S BRANDON AVE	T209	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
22674	2009	27204	37XX E 118TH ST	T212	GRAVID	2009-07-17 12:07:00	17	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
22675	2009	27168	119XX S ASHLAND AVE	T090	GRAVID	2009-07-17 12:07:00	37	CULEX RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
22678	2009	27092	70XX W ARMITAGE AVE	T151	GRAVID	2009-07-17 12:07:00	4	CULEX PIPIENS/RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
22679	2009	27120	10XX E 67TH ST	T073	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
22681	2009	27087	5XX S CENTRAL AVE	T031	GRAVID	2009-07-17 12:07:00	4	CULEX PIPIENS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
22682	2009	27098	3XX W 18TH ST	T043	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS/RESTUANS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
22683	2009	27166	104XX S VINCENNES AVE	T089	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS/RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
22684	2009	27212	35XX W 51ST ST	T062	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
22685	2009	27213	37XX S PULASKI RD	T063	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
22686	2009	27133	75XX N OAKLEY AVE	T148	GRAVID	2009-07-17 12:07:00	10	CULEX PIPIENS/RESTUANS	42.0178008501155, -87.68760144594536	42.0178008501155	-87.6876014459454
22687	2009	27131	58XX N WESTERN AVE	T028	GRAVID	2009-07-17 12:07:00	37	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
22688	2009	27164	48XX W MONTANA ST	T222	GRAVID	2009-07-17 12:07:00	14	CULEX PIPIENS/RESTUANS	41.92528678345797, -87.74745912379434	41.925286783458	-87.7474591237943
22689	2009	27146	70XX N MOSELLE AVE	T008	GRAVID	2009-07-17 12:07:00	26	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
22690	2009	27208	4XX E 130TH ST	T221	GRAVID	2009-07-17 12:07:00	50	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
22691	2009	27188	101XX S STONY ISLAND AVE	T138	GRAVID	2009-07-17 12:07:00	6	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
22692	2009	27198	111XX S ARTESIAN AVE	T160	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS	41.690922985124566, -87.68225967398746	41.6909229851246	-87.6822596739875
22693	2009	27192	89XX S CARPENTER ST	T159	GRAVID	2009-07-17 12:07:00	10	CULEX PIPIENS/RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22694	2009	27172	109XX S COTTAGE GROVE AVE	T102	GRAVID	2009-07-17 12:07:00	25	CULEX PIPIENS/RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
22698	2009	27122	39XX S ASHLAND AVE	T074	GRAVID	2009-07-17 12:07:00	2	CULEX RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
22699	2009	27220	22XX W 69TH ST	T069	GRAVID	2009-07-17 12:07:00	1	CULEX RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
22701	2009	27132	75XX N OAKLEY AVE	T148	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS	42.0178008501155, -87.68760144594536	42.0178008501155	-87.6876014459454
22702	2009	27096	15XX N LONG AVE	T153	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.90933995853726, -87.76107828229969	41.9093399585373	-87.7610782822997
22703	2009	27230	82XX S KOSTNER AVE	T225	GRAVID	2009-07-17 12:07:00	4	CULEX PIPIENS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
22704	2009	27203	6XX E 91ST PL	T227	GRAVID	2009-07-17 12:07:00	3	CULEX PIPIENS/RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
22705	2009	27158	33XX N RUTHERFORD AVE	T144	GRAVID	2009-07-17 12:07:00	14	CULEX PIPIENS/RESTUANS	41.940781697748726, -87.79442975887669	41.9407816977487	-87.7944297588767
22706	2009	27167	119XX S ASHLAND AVE	T090	GRAVID	2009-07-17 12:07:00	23	CULEX PIPIENS/RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
22707	2009	27097	3XX W 18TH ST	T043	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
22708	2009	27123	71XX S SOUTH SHORE DR	T079	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS/RESTUANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
22709	2009	27128	12XX W GREENLEAF AVE	T018	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS/RESTUANS	42.01052928915475, -87.6608450688439	42.0105292891548	-87.6608450688439
22710	2009	27145	70XX N MOSELLE AVE	T008	GRAVID	2009-07-17 12:07:00	31	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
22711	2009	27222	52XX S KOLMAR AVE	T114	GRAVID	2009-07-17 12:07:00	4	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
22712	2009	27108	11XX W ROOSEVELT RD	T048	GRAVID	2009-07-17 12:07:00	11	CULEX RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
22714	2009	27112	22XX N CANNON DR	T054A	GRAVID	2009-07-17 12:07:00	2	CULEX RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
22715	2009	27160	37XX N KEDVALE AVE	T218	GRAVID	2009-07-17 12:07:00	30	CULEX PIPIENS/RESTUANS	41.94850006410376, -87.73055318743594	41.9485000641038	-87.7305531874359
22716	2009	27179	24XX E 105TH ST	T128	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS/RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
22717	2009	27136	45XX N CAMPBELL AVE	T220	GRAVID	2009-07-17 12:07:00	31	CULEX PIPIENS/RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
22718	2009	27202	37XX E 118TH ST	T212	GRAVID	2009-07-17 12:07:00	47	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
22719	2009	27159	37XX N KEDVALE AVE	T218	GRAVID	2009-07-17 12:07:00	3	CULEX PIPIENS	41.94850006410376, -87.73055318743594	41.9485000641038	-87.7305531874359
22720	2009	27193	89XX S CARPENTER ST	T159	GRAVID	2009-07-17 12:07:00	18	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22721	2009	27088	5XX S CENTRAL AVE	T031	GRAVID	2009-07-17 12:07:00	17	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
22722	2009	27187	35XX W 116TH ST	T158	GRAVID	2009-07-17 12:07:00	47	CULEX PIPIENS/RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22723	2009	27090	5XX S CENTRAL AVE	T031	GRAVID	2009-07-17 12:07:00	31	CULEX RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
22724	2009	27089	5XX S CENTRAL AVE	T031	GRAVID	2009-07-17 12:07:00	50	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
22725	2009	27110	11XX W CHICAGO AVE	T049	GRAVID	2009-07-17 12:07:00	2	CULEX RESTUANS	41.896131092623506, -87.65676212387862	41.8961310926235	-87.6567621238786
22726	2009	27227	82XX S KOSTNER AVE	T225	GRAVID	2009-07-17 12:07:00	13	CULEX RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
22727	2009	27163	48XX W MONTANA ST	T222	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS	41.92528678345797, -87.74745912379434	41.925286783458	-87.7474591237943
22728	2009	27189	35XX W 116TH ST	T158	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22729	2009	27225	63XX W 64TH ST	T155	GRAVID	2009-07-17 12:07:00	1	CULEX RESTUANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
22730	2009	27137	41XX N OAK PARK AVE	T002	GRAVID	2009-07-17 12:07:00	3	CULEX PIPIENS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
22731	2009	27226	82XX S KOSTNER AVE	T225	GRAVID	2009-07-17 12:07:00	38	CULEX PIPIENS/RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
22733	2009	27099	3XX W 18TH ST	T043	GRAVID	2009-07-17 12:07:00	1	CULEX RESTUANS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
22734	2009	27085	1XX N CENTRAL PARK DR	T030	GRAVID	2009-07-17 12:07:00	6	CULEX PIPIENS/RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
22735	2009	27121	39XX S ASHLAND AVE	T074	GRAVID	2009-07-17 12:07:00	14	CULEX PIPIENS/RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
22736	2009	27095	15XX N LONG AVE	T153	GRAVID	2009-07-17 12:07:00	3	CULEX PIPIENS/RESTUANS	41.90933995853726, -87.76107828229969	41.9093399585373	-87.7610782822997
22737	2009	27185	101XX S STONY ISLAND AVE	T138	GRAVID	2009-07-17 12:07:00	1	CULEX PIPIENS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
22738	2009	27148	91XX W HIGGINS RD	T009	GRAVID	2009-07-17 12:07:00	2	CULEX PIPIENS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
22739	2009	27106	11XX S CALIFORNIA AVE	T047	GRAVID	2009-07-17 12:07:00	5	CULEX RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
22741	2009	27126	50XX S UNION AVE	T082	GRAVID	2009-07-17 12:07:00	2	CULEX RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
22742	2009	27125	50XX S UNION AVE	T082	GRAVID	2009-07-17 12:07:00	7	CULEX PIPIENS/RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
22743	2009	27224	63XX W 64TH ST	T155	GRAVID	2009-07-17 12:07:00	4	CULEX PIPIENS/RESTUANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
22744	2009	27170	17XX W 95TH ST	T094	GRAVID	2009-07-17 12:07:00	4	CULEX RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
22745	2009	27061	4XX E 130TH ST	T221	GRAVID	2009-07-13 12:07:00	2	CULEX RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
22747	2009	27048	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	19	CULEX RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22748	2009	27062	11XX S CALIFORNIA AVE	T047	GRAVID	2009-07-13 12:07:00	1	CULEX PIPIENS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
22749	2009	27058	37XX E 118TH ST	T212	GRAVID	2009-07-13 12:07:00	45	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
22751	2009	27044	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22755	2009	26986	17XX W 95TH ST	T094	GRAVID	2009-07-13 12:07:00	34	CULEX PIPIENS/RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
22756	2009	27020	111XX S ARTESIAN AVE	T160	GRAVID	2009-07-13 12:07:00	1	CULEX PIPIENS	41.690922985124566, -87.68225967398746	41.6909229851246	-87.6822596739875
22757	2009	27052	131XX S TORRENCE AVE	T200	GRAVID	2009-07-13 12:07:00	2	CULEX PIPIENS	41.65667699900608, -87.5594407188114	41.6566769990061	-87.5594407188114
22758	2009	27084	104XX S VINCENNES AVE	T089	GRAVID	2009-07-13 12:07:00	2	CULEX PIPIENS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
22759	2009	27012	89XX S CARPENTER ST	T159	GRAVID	2009-07-13 12:07:00	1	CULEX PIPIENS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22761	2009	27051	101XX S STONY ISLAND AVE	T138	GRAVID	2009-07-13 12:07:00	1	CULEX TERRITANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
22762	2009	27010	35XX W 116TH ST	T158	GRAVID	2009-07-13 12:07:00	9	CULEX RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22768	2009	27054	131XX S TORRENCE AVE	T200	GRAVID	2009-07-13 12:07:00	36	CULEX PIPIENS/RESTUANS	41.65667699900608, -87.5594407188114	41.6566769990061	-87.5594407188114
22771	2009	26978	104XX S VINCENNES AVE	T089	GRAVID	2009-07-13 12:07:00	13	CULEX PIPIENS/RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
22773	2009	26985	17XX W 95TH ST	T094	GRAVID	2009-07-13 12:07:00	1	CULEX PIPIENS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
22774	2009	27046	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22775	2009	27008	35XX W 116TH ST	T158	GRAVID	2009-07-13 12:07:00	18	CULEX PIPIENS/RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22776	2009	27022	111XX S ARTESIAN AVE	T160	GRAVID	2009-07-13 12:07:00	38	CULEX PIPIENS/RESTUANS	41.690922985124566, -87.68225967398746	41.6909229851246	-87.6822596739875
22777	2009	27063	11XX S CALIFORNIA AVE	T047	GRAVID	2009-07-13 12:07:00	6	CULEX RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
22779	2009	27040	109XX S COTTAGE GROVE AVE	T102	GRAVID	2009-07-13 12:07:00	31	CULEX PIPIENS/RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
22780	2009	27059	37XX E 118TH ST	T212	GRAVID	2009-07-13 12:07:00	13	CULEX RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
22782	2009	27082	4XX E 130TH ST	T221	GRAVID	2009-07-13 12:07:00	21	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
22783	2009	27053	131XX S TORRENCE AVE	T200	GRAVID	2009-07-13 12:07:00	20	CULEX PIPIENS/RESTUANS	41.65667699900608, -87.5594407188114	41.6566769990061	-87.5594407188114
22785	2009	27060	4XX E 130TH ST	T221	GRAVID	2009-07-13 12:07:00	2	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
22786	2009	27049	101XX S STONY ISLAND AVE	T138	GRAVID	2009-07-13 12:07:00	10	CULEX PIPIENS/RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
22787	2009	27045	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22789	2009	27039	109XX S COTTAGE GROVE AVE	T102	GRAVID	2009-07-13 12:07:00	1	CULEX PIPIENS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
22791	2009	27017	89XX S CARPENTER ST	T159	GRAVID	2009-07-13 12:07:00	30	CULEX PIPIENS/RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22792	2009	27055	131XX S TORRENCE AVE	T200	GRAVID	2009-07-13 12:07:00	5	CULEX RESTUANS	41.65667699900608, -87.5594407188114	41.6566769990061	-87.5594407188114
22793	2009	26989	17XX W 95TH ST	T094	GRAVID	2009-07-13 12:07:00	1	CULEX RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
22796	2009	27013	89XX S CARPENTER ST	T159	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22797	2009	27041	109XX S COTTAGE GROVE AVE	T102	GRAVID	2009-07-13 12:07:00	2	CULEX RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
22800	2009	27083	104XX S VINCENNES AVE	T089	GRAVID	2009-07-13 12:07:00	2	CULEX RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
22802	2009	27047	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	48	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22803	2009	27043	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22805	2009	27016	89XX S CARPENTER ST	T159	GRAVID	2009-07-13 12:07:00	50	CULEX PIPIENS/RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22806	2009	27056	131XX S BRANDON AVE	T209	GRAVID	2009-07-13 12:07:00	19	CULEX PIPIENS/RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
22807	2009	27023	111XX S ARTESIAN AVE	T160	GRAVID	2009-07-13 12:07:00	5	CULEX RESTUANS	41.690922985124566, -87.68225967398746	41.6909229851246	-87.6822596739875
22808	2009	27057	131XX S BRANDON AVE	T209	GRAVID	2009-07-13 12:07:00	3	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
22809	2009	27042	127XX S DOTY AVE	T115	GRAVID	2009-07-13 12:07:00	2	CULEX PIPIENS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
22810	2009	26979	104XX S VINCENNES AVE	T089	GRAVID	2009-07-13 12:07:00	5	CULEX RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
22811	2009	27007	35XX W 116TH ST	T158	GRAVID	2009-07-13 12:07:00	3	CULEX PIPIENS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22812	2009	27018	89XX S CARPENTER ST	T159	GRAVID	2009-07-13 12:07:00	13	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
22815	2009	27050	101XX S STONY ISLAND AVE	T138	GRAVID	2009-07-13 12:07:00	9	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
22816	2009	27034	77XX S EBERHART AVE	T080	GRAVID	2009-07-10 12:07:00	4	CULEX PIPIENS/RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
22817	2009	26960	14XX N HUMBOLDT DR	T033	GRAVID	2009-07-10 12:07:00	4	CULEX PIPIENS/RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
22818	2009	27009	35XX W 116TH ST	T158	GRAVID	2009-07-10 12:07:00	50	CULEX PIPIENS/RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
22819	2009	26990	3XX W 104TH ST	T095	GRAVID	2009-07-10 12:07:00	21	CULEX PIPIENS/RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
22820	2009	27029	10XX E 67TH ST	T073	GRAVID	2009-07-10 12:07:00	5	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
22821	2009	26927	28XX N FRANCISCO AVE	T147	GRAVID	2009-07-10 12:07:00	6	CULEX RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
22822	2009	26958	5XX S CENTRAL AVE	T031	GRAVID	2009-07-10 12:07:00	8	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
22823	2009	27031	39XX S ASHLAND AVE	T074	GRAVID	2009-07-10 12:07:00	3	CULEX PIPIENS/RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
22824	2009	26923	58XX N WESTERN AVE	T028	GRAVID	2009-07-10 12:07:00	2	CULEX PIPIENS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
22825	2009	26963	70XX W ARMITAGE AVE	T151	GRAVID	2009-07-10 12:07:00	15	CULEX PIPIENS/RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
22826	2009	26967	15XX N LONG AVE	T153	GRAVID	2009-07-10 12:07:00	1	CULEX PIPIENS	41.90933995853726, -87.76107828229969	41.9093399585373	-87.7610782822997
22827	2009	27014	67XX S KEDZIE AVE	T066	GRAVID	2009-07-10 12:07:00	36	CULEX PIPIENS/RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
22828	2009	26991	11XX W CHICAGO AVE	T049	GRAVID	2009-07-10 12:07:00	4	CULEX PIPIENS/RESTUANS	41.896131092623506, -87.65676212387862	41.8961310926235	-87.6567621238786
22829	2009	26944	91XX W HIGGINS RD	T009	GRAVID	2009-07-10 12:07:00	9	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
22830	2009	26976	11XX W ROOSEVELT RD	T048	GRAVID	2009-07-10 12:07:00	20	CULEX RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
22831	2009	26951	33XX N RUTHERFORD AVE	T144	GRAVID	2009-07-10 12:07:00	2	CULEX RESTUANS	41.940781697748726, -87.79442975887669	41.9407816977487	-87.7944297588767
22832	2009	26971	3XX W 18TH ST	T043	GRAVID	2009-07-10 12:07:00	1	CULEX RESTUANS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
22833	2009	27025	52XX S KOLMAR AVE	T114	GRAVID	2009-07-10 12:07:00	15	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
22834	2009	26924	58XX N WESTERN AVE	T028	GRAVID	2009-07-10 12:07:00	11	CULEX PIPIENS/RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
22835	2009	26949	72XX N OKETO AVE	T016	GRAVID	2009-07-10 12:07:00	5	CULEX RESTUANS	42.01302927467806, -87.8113497315539	42.0130292746781	-87.8113497315539
22836	2009	26953	37XX N KEDVALE AVE	T218	GRAVID	2009-07-10 12:07:00	10	CULEX RESTUANS	41.94850006410376, -87.73055318743594	41.9485000641038	-87.7305531874359
22837	2009	26946	36XX N PITTSBURGH AVE	T011	GRAVID	2009-07-10 12:07:00	1	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
22838	2009	26980	22XX N CANNON DR	T054B	GRAVID	2009-07-10 12:07:00	21	CULEX PIPIENS/RESTUANS	41.92206380002785, -87.63223305992274	41.9220638000278	-87.6322330599227
22839	2009	26992	3XX W 104TH ST	T095	GRAVID	2009-07-10 12:07:00	3	CULEX RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
22840	2009	27011	52XX W 63RD ST	T065	GRAVID	2009-07-10 12:07:00	1	CULEX PIPIENS/RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
22841	2009	26952	37XX N KEDVALE AVE	T218	GRAVID	2009-07-10 12:07:00	16	CULEX PIPIENS/RESTUANS	41.94850006410376, -87.73055318743594	41.9485000641038	-87.7305531874359
22842	2009	26942	70XX N MOSELLE AVE	T008	GRAVID	2009-07-10 12:07:00	37	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
22843	2009	27019	22XX W 69TH ST	T069	GRAVID	2009-07-10 12:07:00	4	CULEX PIPIENS/RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
22844	2009	26964	70XX W ARMITAGE AVE	T151	GRAVID	2009-07-10 12:07:00	8	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
22845	2009	26966	25XX S MILLARD AVE	T152	GRAVID	2009-07-10 12:07:00	2	CULEX RESTUANS	41.845715401799, -87.7158985974353	41.845715401799	-87.7158985974353
22846	2009	27015	67XX S KEDZIE AVE	T066	GRAVID	2009-07-10 12:07:00	50	CULEX PIPIENS/RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
22847	2009	27006	37XX S PULASKI RD	T063	GRAVID	2009-07-10 12:07:00	1	CULEX RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
22848	2009	26975	11XX W ROOSEVELT RD	T048	GRAVID	2009-07-10 12:07:00	11	CULEX PIPIENS/RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
22849	2009	26948	72XX N OKETO AVE	T016	GRAVID	2009-07-10 12:07:00	24	CULEX PIPIENS/RESTUANS	42.01302927467806, -87.8113497315539	42.0130292746781	-87.8113497315539
22850	2009	27033	71XX S SOUTH SHORE DR	T079	GRAVID	2009-07-10 12:07:00	1	CULEX PIPIENS/RESTUANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
