measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,East Asia & Pacific - WB,Male,25 to 29,Opioid use disorders,Percent,2016,0.005760380591924138,0.00809455000539667,0.004125460768901272
Prevalence,East Asia & Pacific - WB,Female,25 to 29,Opioid use disorders,Percent,2016,0.004756648407102101,0.007011406928271407,0.0032296763059924756
Prevalence,East Asia & Pacific - WB,Male,30 to 34,Opioid use disorders,Percent,2016,0.004589618559792152,0.006386648216612682,0.0032798099081289664
Prevalence,East Asia & Pacific - WB,Female,30 to 34,Opioid use disorders,Percent,2016,0.003923664560805671,0.0057056589070744275,0.0026266633485763323
Prevalence,East Asia & Pacific - WB,Male,35 to 39,Opioid use disorders,Percent,2016,0.003440725606525027,0.004775715855111907,0.00252189568120497
Prevalence,East Asia & Pacific - WB,Female,35 to 39,Opioid use disorders,Percent,2016,0.00298119214056732,0.004381094329776651,0.002028854877338656
Prevalence,East Asia & Pacific - WB,Male,40 to 44,Opioid use disorders,Percent,2016,0.002683132804912114,0.0036947203389298532,0.001919010798845986
Prevalence,East Asia & Pacific - WB,Female,40 to 44,Opioid use disorders,Percent,2016,0.0023136269823531954,0.003258454215088047,0.0015732683608940129
Prevalence,East Asia & Pacific - WB,Male,45 to 49,Opioid use disorders,Percent,2016,0.002253833799875691,0.0031489609350213426,0.0015909924375273816
Prevalence,East Asia & Pacific - WB,Female,45 to 49,Opioid use disorders,Percent,2016,0.0020147019061810293,0.002905424883065573,0.0013821131196614142
Prevalence,East Asia & Pacific - WB,Male,50 to 54,Opioid use disorders,Percent,2016,0.0020105597770068637,0.002855130237996372,0.001363601588160566
Prevalence,East Asia & Pacific - WB,Female,50 to 54,Opioid use disorders,Percent,2016,0.001940948835096139,0.0028045162516268777,0.001260923657391175
Prevalence,East Asia & Pacific - WB,Male,55 to 59,Opioid use disorders,Percent,2016,0.001807126752178093,0.00252011828726329,0.0012222564645832836
Prevalence,East Asia & Pacific - WB,Female,55 to 59,Opioid use disorders,Percent,2016,0.00192542581241479,0.0027228876856724574,0.0012824341639909758
Prevalence,East Asia & Pacific - WB,Male,60 to 64,Opioid use disorders,Percent,2016,0.0018704036181549962,0.002685327608650713,0.0012101230198043784
Prevalence,East Asia & Pacific - WB,Female,60 to 64,Opioid use disorders,Percent,2016,0.0021153575348284884,0.003100878999231356,0.0013499615354725556
Prevalence,East Asia & Pacific - WB,Male,65 to 69,Opioid use disorders,Percent,2016,0.0018220733823305676,0.0025629033138302275,0.0012264073655366135
Prevalence,East Asia & Pacific - WB,Female,65 to 69,Opioid use disorders,Percent,2016,0.0021319678725762216,0.0030133904701420793,0.0014083121149850342
Prevalence,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2011,0.010916938211724379,0.015266786540657842,0.007509226089788372
Prevalence,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2011,0.005625916081461657,0.007930465461817268,0.003849037672447618
Prevalence,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2011,0.011383121741672098,0.016456629031259374,0.0073800945168796496
Prevalence,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2011,0.005537708286814226,0.008204066241493427,0.003409327111279499
Prevalence,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2011,0.010829803512580182,0.01458156784092174,0.007637688461944188
Prevalence,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2011,0.004841076946159864,0.006669227617514755,0.0031902506028969858
Prevalence,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2011,0.009677894024018127,0.013420840570616585,0.006320244740890722
Prevalence,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2011,0.00403143946635829,0.005871359751897004,0.002399238857819435
Prevalence,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2011,0.007725599702913994,0.010285577612610718,0.005565526023245588
Prevalence,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2011,0.0033600665033279727,0.0047136791718692785,0.002215087548466783
Prevalence,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2011,0.005924537928408867,0.008496216642739413,0.0040370860389722
Prevalence,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2011,0.0027688581747443023,0.004176865148761893,0.0017494680468376647
Prevalence,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2011,0.005052567265952002,0.006769458929082171,0.003662298541863532
Prevalence,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2011,0.0023923313313898103,0.0034154600580979418,0.0016177199599346568
Prevalence,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2011,0.004338470848210349,0.006219044842725748,0.0029379523350706043
Prevalence,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2011,0.0020783611505495745,0.0031889983151202127,0.0012717530761761774
Prevalence,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2011,0.0035853333415572595,0.004964253635148461,0.0026361731024185154
Prevalence,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2011,0.001813183241367747,0.0025547395080726385,0.0012308011903911348
Prevalence,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2011,0.008987659477658927,0.011614015478064085,0.006899153117944919
Prevalence,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2011,0.006543203259312685,0.009164928058899542,0.004658990399684878
Prevalence,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2011,0.006650294112489699,0.008642960909591905,0.005087717605182673
Prevalence,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2011,0.004920821392364996,0.006771027561789376,0.0035060634961873375
Prevalence,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2011,0.004990024082956363,0.006541110826483099,0.0038408402160329067
Prevalence,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2011,0.003636471578904952,0.005027409339602228,0.0026710397836634354
Prevalence,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2011,0.0040400772804945785,0.005297590358721423,0.0030521135437925947
Prevalence,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2011,0.0028651926563823963,0.003919506971027428,0.0020968923442077395
Prevalence,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2011,0.0033548242039030535,0.004385377610427847,0.0025421397583721035
Prevalence,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2011,0.0024375771703363915,0.003339469034377165,0.001777291570422338
Prevalence,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2011,0.002885137763427025,0.00382845672923006,0.0020927840336890016
Prevalence,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2011,0.002179527589547123,0.0030389323684477353,0.0015002708769772275
Prevalence,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2011,0.002342794603577456,0.003075009488264723,0.0017212393134042878
Prevalence,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2011,0.0019160153232917621,0.002640500108263864,0.0013550201748540338
Prevalence,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2011,0.0017877367132168897,0.0024113939511507753,0.0012823317471723087
Prevalence,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2011,0.0016497901731898801,0.0022665070629051998,0.0011300643672190168
Prevalence,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2011,0.001400409720259317,0.001856590457579143,0.0010015755362754268
Prevalence,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2011,0.0013988251540574227,0.0019313848227221061,0.0009776921645313894
Prevalence,North America,Male,30 to 34,Alcohol use disorders,Percent,2015,0.05644618126187557,0.07360347924545273,0.04164521313989046
Prevalence,North America,Female,30 to 34,Alcohol use disorders,Percent,2015,0.029107125482961186,0.03852491374082132,0.021236285725063742
Prevalence,North America,Male,35 to 39,Alcohol use disorders,Percent,2015,0.05052490982621211,0.06285505291968359,0.0397350356406221
Prevalence,North America,Female,35 to 39,Alcohol use disorders,Percent,2015,0.0250136809931413,0.03181207791890549,0.019207673942080856
Prevalence,North America,Male,40 to 44,Alcohol use disorders,Percent,2015,0.04500005584331321,0.05846293919023783,0.032466300654605165
Prevalence,North America,Female,40 to 44,Alcohol use disorders,Percent,2015,0.021789440026894195,0.02846907267396901,0.015529984561260998
Prevalence,North America,Male,45 to 49,Alcohol use disorders,Percent,2015,0.04097955857492055,0.05063592992674275,0.03222858641821664
Prevalence,North America,Female,45 to 49,Alcohol use disorders,Percent,2015,0.019794708133210635,0.02479723336786808,0.015324793236075615
Prevalence,North America,Male,50 to 54,Alcohol use disorders,Percent,2015,0.03716039980911629,0.04920598714586986,0.027838631324924513
Prevalence,North America,Female,50 to 54,Alcohol use disorders,Percent,2015,0.017806890819870563,0.023680461835616763,0.01309403652575428
Prevalence,North America,Male,55 to 59,Alcohol use disorders,Percent,2015,0.03396661322227223,0.0417802159606466,0.027273479172082452
Prevalence,North America,Female,55 to 59,Alcohol use disorders,Percent,2015,0.01556489627060993,0.019308697538475257,0.012260663606065609
Prevalence,North America,Male,60 to 64,Alcohol use disorders,Percent,2015,0.03021690688006386,0.03962745312649018,0.02230564823465222
Prevalence,North America,Female,60 to 64,Alcohol use disorders,Percent,2015,0.013259704649464018,0.017578466976905755,0.009635118902110431
Prevalence,North America,Male,65 to 69,Alcohol use disorders,Percent,2015,0.024771280751243453,0.031220479379397433,0.019633977440648907
Prevalence,North America,Female,65 to 69,Alcohol use disorders,Percent,2015,0.011337512290130322,0.0146689251657442,0.008929786030494605
Prevalence,North America,Male,25 to 29,Opioid use disorders,Percent,2015,0.05818577386010706,0.07408492483600099,0.044795471016835196
Prevalence,North America,Female,25 to 29,Opioid use disorders,Percent,2015,0.0468713433959332,0.06115927304500266,0.03545560965301293
Prevalence,North America,Male,30 to 34,Opioid use disorders,Percent,2015,0.03768039333141329,0.04851116579346249,0.028681867044121567
Prevalence,North America,Female,30 to 34,Opioid use disorders,Percent,2015,0.030664178325639335,0.039600666473763826,0.02335139265130057
Prevalence,North America,Male,35 to 39,Opioid use disorders,Percent,2015,0.024392911085059373,0.0315918297273109,0.018485701592668442
Prevalence,North America,Female,35 to 39,Opioid use disorders,Percent,2015,0.021235625314844173,0.02787619382953893,0.016326051629843893
Prevalence,North America,Male,40 to 44,Opioid use disorders,Percent,2015,0.017599673235199117,0.022832940028921524,0.013579631220160307
Prevalence,North America,Female,40 to 44,Opioid use disorders,Percent,2015,0.0168992110785169,0.02192357068013433,0.012988194504454693
Prevalence,North America,Male,45 to 49,Opioid use disorders,Percent,2015,0.013489577590894643,0.017395075814220607,0.010197042825322961
Prevalence,North America,Female,45 to 49,Opioid use disorders,Percent,2015,0.01413487539185391,0.018222075357113676,0.010648395146403228
Prevalence,North America,Male,50 to 54,Opioid use disorders,Percent,2015,0.010617812161127279,0.013822797286432084,0.008033834433022139
Prevalence,North America,Female,50 to 54,Opioid use disorders,Percent,2015,0.01186148042964278,0.015371714757663062,0.008907784573321278
Prevalence,North America,Male,55 to 59,Opioid use disorders,Percent,2015,0.008006801542348476,0.010498953398093298,0.005886083710815345
Prevalence,North America,Female,55 to 59,Opioid use disorders,Percent,2015,0.009235694277001254,0.012144865985697145,0.0068164387108020094
Prevalence,North America,Male,60 to 64,Opioid use disorders,Percent,2015,0.005725387894599253,0.0078037796030953135,0.0040119485688734245
Prevalence,North America,Female,60 to 64,Opioid use disorders,Percent,2015,0.0066677467540468835,0.008884118795421246,0.0046160993666529765
Prevalence,North America,Male,65 to 69,Opioid use disorders,Percent,2015,0.004116211488830681,0.0055648136239208595,0.002797844189299884
Prevalence,North America,Female,65 to 69,Opioid use disorders,Percent,2015,0.004909496508975824,0.006669877790817659,0.003364949829823646
Prevalence,Latin America & Caribbean - WB,Male,25 to 29,Alcohol use disorders,Percent,2017,0.06165204226962233,0.07969504508652034,0.04646491693647896
Prevalence,Latin America & Caribbean - WB,Female,25 to 29,Alcohol use disorders,Percent,2017,0.0226659210695206,0.030144645588412164,0.016207497803707584
Prevalence,Latin America & Caribbean - WB,Male,30 to 34,Alcohol use disorders,Percent,2017,0.06945035203038814,0.09092286037594394,0.05108712909999827
Prevalence,Latin America & Caribbean - WB,Female,30 to 34,Alcohol use disorders,Percent,2017,0.022202432005832613,0.030637070752648085,0.015256064319845187
Prevalence,Latin America & Caribbean - WB,Male,35 to 39,Alcohol use disorders,Percent,2017,0.06866988683725082,0.08413586315750207,0.05401312574662533
Prevalence,Latin America & Caribbean - WB,Female,35 to 39,Alcohol use disorders,Percent,2017,0.020435941034833618,0.026625600260830547,0.015082700394133031
Prevalence,Latin America & Caribbean - WB,Male,40 to 44,Alcohol use disorders,Percent,2017,0.06322028280522218,0.08141622689879463,0.04683459056454946
Prevalence,Latin America & Caribbean - WB,Female,40 to 44,Alcohol use disorders,Percent,2017,0.017853011755093982,0.023908409405780026,0.012414827603258662
Prevalence,Latin America & Caribbean - WB,Male,45 to 49,Alcohol use disorders,Percent,2017,0.052350653056661034,0.06530146784755664,0.04092986061551542
Prevalence,Latin America & Caribbean - WB,Female,45 to 49,Alcohol use disorders,Percent,2017,0.014381810206790994,0.018444216816823657,0.010711942304358188
Prevalence,Latin America & Caribbean - WB,Male,50 to 54,Alcohol use disorders,Percent,2017,0.042741821792069486,0.05658327878123753,0.03187325791177578
Prevalence,Latin America & Caribbean - WB,Female,50 to 54,Alcohol use disorders,Percent,2017,0.011230479360314473,0.015527590316363523,0.007787516051479018
Prevalence,Latin America & Caribbean - WB,Male,55 to 59,Alcohol use disorders,Percent,2017,0.038612206894024115,0.0483296942387433,0.030450879727827375
Prevalence,Latin America & Caribbean - WB,Female,55 to 59,Alcohol use disorders,Percent,2017,0.009178548481410366,0.01186690424631305,0.006859299228570855
Prevalence,Latin America & Caribbean - WB,Male,60 to 64,Alcohol use disorders,Percent,2017,0.035956225987326285,0.04662661434306678,0.02686123822766076
Prevalence,Latin America & Caribbean - WB,Female,60 to 64,Alcohol use disorders,Percent,2017,0.007522959235354354,0.010415792595479721,0.005182896199102392
Prevalence,Latin America & Caribbean - WB,Male,65 to 69,Alcohol use disorders,Percent,2017,0.034756339377033284,0.043247601562300904,0.028046413322309595
Prevalence,Latin America & Caribbean - WB,Female,65 to 69,Alcohol use disorders,Percent,2017,0.0065301264270609975,0.008798588126830592,0.004886835050414199
Prevalence,Latin America & Caribbean - WB,Male,25 to 29,Opioid use disorders,Percent,2017,0.0040003643028325465,0.005555603361333268,0.0028681561578235122
Prevalence,Latin America & Caribbean - WB,Female,25 to 29,Opioid use disorders,Percent,2017,0.003201853579111733,0.00465055427818396,0.00216327412578753
Prevalence,Latin America & Caribbean - WB,Male,30 to 34,Opioid use disorders,Percent,2017,0.002935935112297695,0.004097292637223625,0.002059719367495262
Prevalence,Latin America & Caribbean - WB,Female,30 to 34,Opioid use disorders,Percent,2017,0.002697242777341381,0.003983118784711314,0.001766151869011038
Prevalence,Latin America & Caribbean - WB,Male,35 to 39,Opioid use disorders,Percent,2017,0.002203357045809664,0.0030996259344827502,0.0015898185960760947
Prevalence,Latin America & Caribbean - WB,Female,35 to 39,Opioid use disorders,Percent,2017,0.002164361769760843,0.003186517178533339,0.0014434003081386939
Prevalence,Latin America & Caribbean - WB,Male,40 to 44,Opioid use disorders,Percent,2017,0.0018236125433847103,0.0025121803889152695,0.0013131995670217166
Prevalence,Latin America & Caribbean - WB,Female,40 to 44,Opioid use disorders,Percent,2017,0.0017706631920429206,0.0025243473371893183,0.0011871412488731084
Prevalence,Latin America & Caribbean - WB,Male,45 to 49,Opioid use disorders,Percent,2017,0.0016093537103200881,0.0022065801666453985,0.001137447541402532
Prevalence,Latin America & Caribbean - WB,Female,45 to 49,Opioid use disorders,Percent,2017,0.0016523263597512995,0.0023786632400639943,0.0011201132356735211
Prevalence,Latin America & Caribbean - WB,Male,50 to 54,Opioid use disorders,Percent,2017,0.0014699750788736811,0.0020713146704920723,0.0009985917831559674
Prevalence,Latin America & Caribbean - WB,Female,50 to 54,Opioid use disorders,Percent,2017,0.0016819538898538613,0.0024426425944187816,0.0010900759003038935
Prevalence,Latin America & Caribbean - WB,Male,55 to 59,Opioid use disorders,Percent,2017,0.0013765763387510548,0.0018884883789161843,0.0009489409337180429
Prevalence,Latin America & Caribbean - WB,Female,55 to 59,Opioid use disorders,Percent,2017,0.001699383006651219,0.0023913645692574727,0.0011484788683685443
Prevalence,Latin America & Caribbean - WB,Male,60 to 64,Opioid use disorders,Percent,2017,0.0012866600530980943,0.0018078591737664873,0.0008636382779330301
Prevalence,Latin America & Caribbean - WB,Female,60 to 64,Opioid use disorders,Percent,2017,0.001673497905254877,0.002431302690336442,0.0010686385807268948
Prevalence,Latin America & Caribbean - WB,Male,65 to 69,Opioid use disorders,Percent,2017,0.0011098127383906177,0.0015257742099722027,0.0007635364229073553
Prevalence,Latin America & Caribbean - WB,Female,65 to 69,Opioid use disorders,Percent,2017,0.0015314194327610347,0.002135761894401973,0.0010211798337072813
Prevalence,Sub-Saharan Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2017,0.029816049306874946,0.03931701915774971,0.021872133853854
Prevalence,Sub-Saharan Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2017,0.00953672537616589,0.013108170467078349,0.006665016293234521
Prevalence,Sub-Saharan Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2017,0.03338450714882814,0.04493856123257388,0.023741191027198925
Prevalence,Sub-Saharan Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2017,0.010553630156141249,0.01506090469562784,0.007063483464794889
Prevalence,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2017,0.029953043114232875,0.037697176435708316,0.022723057919667503
Prevalence,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2017,0.01000879808257391,0.013363826623211575,0.007197118694555724
Prevalence,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2017,0.025908389995219088,0.03418069506148772,0.01849748425783633
Prevalence,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2017,0.009244270151552278,0.012787270527488554,0.006074087331042741
Prevalence,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2017,0.02417543220409498,0.03106985783230635,0.01840362380187053
Prevalence,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2017,0.008616484430103594,0.011293812132600996,0.006329106388166396
Prevalence,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2017,0.023644200200249547,0.03066573299342658,0.017399628394625555
Prevalence,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2017,0.007922111423764523,0.010979541677666023,0.005557488273957953
Prevalence,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2017,0.024369005425222204,0.02997189348596362,0.019328591493937907
Prevalence,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2017,0.00689738715354216,0.009089227276493174,0.005076335941596043
Prevalence,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2017,0.024173384888900005,0.031066434928380276,0.018172321613537983
Prevalence,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2017,0.00657540904266441,0.009274945880033822,0.004611378246967783
Prevalence,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2017,0.020063463843821582,0.0252302574954215,0.01582626832342754
Prevalence,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2017,0.008379915325760578,0.01074757574345717,0.006564556374773288
Prevalence,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2017,0.004248259639370824,0.005773877125299537,0.0031310352441421083
Prevalence,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2017,0.0028472572637035618,0.004172364790820566,0.0019392914308215966
Prevalence,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2017,0.0038427457844414504,0.005209352195130306,0.002843358207305897
Prevalence,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2017,0.0027517876025278825,0.003998820078081325,0.0018492624252339793
Prevalence,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2017,0.003092022062105369,0.004196959408821895,0.002301206293671093
Prevalence,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2017,0.0022941679543325945,0.003335919904567236,0.001583878228341098
Prevalence,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2017,0.0023691421641815857,0.0031426112608162783,0.0017794276623447696
Prevalence,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2017,0.0018415695464825328,0.0025843421970739295,0.0012829910109335028
Prevalence,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2017,0.0017854187073561875,0.0024171062302102133,0.0012951740395498932
Prevalence,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2017,0.0015950272366199029,0.0022602261338861437,0.0011124732486552259
Prevalence,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2017,0.0013477459064847944,0.0018520361579868123,0.0009481709351646557
Prevalence,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2017,0.0014496458074994907,0.002093340987799755,0.0009715567501553631
Prevalence,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2017,0.001183103070028198,0.0015973390571498228,0.0008458397736180894
Prevalence,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2017,0.0012725597217765644,0.0017907723420336945,0.0008668127720045447
Prevalence,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2017,0.001136606585540248,0.0015477665646420123,0.0007800464693585888
Prevalence,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2017,0.0010712513021704818,0.0015244945203090688,0.0006938835833734031
Prevalence,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2017,0.00097622630796533,0.0013118024351271265,0.0006891328409338068
Prevalence,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2017,0.0008562423911623922,0.0012080568056236272,0.0005579248237725559
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2015,0.054723218990671244,0.07006825366140743,0.0412539585633709
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2015,0.024426620571915574,0.032356687304526593,0.017725486650069112
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2015,0.05825066293832678,0.07571870190932438,0.04412546266201108
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2015,0.0253859891051137,0.03440487178238223,0.0180655065211821
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2015,0.05587663120163277,0.06781871987724727,0.045068223957714725
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2015,0.024402296218011467,0.030891758762388748,0.018604936801793686
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2015,0.0536884311661332,0.06661019734918217,0.041904321318971184
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2015,0.022806810076515017,0.029888346564739862,0.01626720319585254
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2015,0.04920581067953489,0.058984675334993235,0.04035236068790531
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2015,0.019282450706025453,0.024022419060915883,0.014963102052340943
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2015,0.0468220840297056,0.058759824468242704,0.037110911696512566
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2015,0.01671574872470123,0.021765898575914454,0.012417080072540698
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2015,0.04912989699712825,0.05928055879744041,0.04000490295812653
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2015,0.015307490168621488,0.018753412231632974,0.01206596666248597
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2015,0.04898048675426786,0.061164669958227676,0.0381617297924142
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2015,0.013032290427786187,0.01678958620845487,0.009726471902919682
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2015,0.044182869424069564,0.052753661290888244,0.037242586033656794
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2015,0.010124516269100905,0.012978650737371743,0.008007280735517245
Prevalence,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2015,0.011018372439574108,0.01406029202320187,0.008727852055977878
Prevalence,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2015,0.005891007612142366,0.008116443305910074,0.004362976154964021
Prevalence,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2015,0.009337964564006247,0.01190106916660436,0.007346307047339069
Prevalence,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2015,0.0046557931536284755,0.006309316473328826,0.0034325164194084845
Prevalence,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2015,0.006672708369086699,0.008664509423983259,0.0052816421189749154
Prevalence,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2015,0.0034018657442043358,0.00458611147059096,0.0025534910634224172
Prevalence,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2015,0.004566156897787257,0.005844512173149856,0.0035746107550122556
Prevalence,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2015,0.0025270623925555858,0.003393915469749618,0.0018822710279679455
Prevalence,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2015,0.003246407578273998,0.004182072882331534,0.0025104103306044607
Prevalence,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2015,0.0019776175275239938,0.0026521162162140657,0.0014434163827953578
Prevalence,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2015,0.0026081870210698235,0.003525072235376453,0.0019097360291421507
Prevalence,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2015,0.0016438264528083671,0.002296111097854542,0.0011499571541636945
Prevalence,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2015,0.002138640881919673,0.0028348741210071676,0.0015715609671792356
Prevalence,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2015,0.0013863978587351472,0.0018902365888420407,0.0009833912496769927
Prevalence,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2015,0.0016667380357684625,0.0022877174103207894,0.0011666229509146764
Prevalence,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2015,0.0011894166634563606,0.001684877641034489,0.0007958053074827506
Prevalence,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2015,0.0012296900182912917,0.0016782936133998864,0.0008654234644449925
Prevalence,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2015,0.0010681492371458566,0.0014636996694178007,0.0007327383117620825
